Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Island
2020-08-24,1,0,1,0,289,24,165,100,Bengkulu,Sumatera
2020-08-24,633,16,1901,-1284,33613,1102,25522,6989,DKI Jakarta,Jawa
2020-08-24,14,1,20,-7,1192,34,846,312,Daerah Istimewa Yogyakarta,Jawa
2020-08-24,0,1,50,-51,1959,50,1563,346,Gorontalo,Sulawesi
2020-08-24,0,0,0,0,273,5,131,137,Jambi,Sumatera
2020-08-24,132,2,207,-77,9344,254,5798,3292,Jawa Barat,Jawa
2020-08-24,152,3,100,49,12626,847,8094,3685,Jawa Tengah,Jawa
2020-08-24,320,23,317,-20,30584,2193,23975,4416,Jawa Timur,Jawa
2020-08-24,12,0,0,12,575,2,447,126,Kalimantan Barat,Kalimantan
2020-08-24,61,2,47,12,7837,335,5428,2074,Kalimantan Selatan,Kalimantan
2020-08-24,17,0,10,7,2423,103,1780,540,Kalimantan Tengah,Kalimantan
2020-08-24,44,3,10,31,3142,123,1919,1100,Kalimantan Timur,Kalimantan
2020-08-24,8,0,3,5,357,2,314,41,Kalimantan Utara,Kalimantan
2020-08-24,0,0,2,-2,228,2,202,24,Kepulauan Bangka Belitung,Sumatera
2020-08-24,11,0,3,8,754,33,466,255,Kepulauan Riau,Sumatera
2020-08-24,3,0,12,-9,364,14,288,62,Lampung,Sumatera
2020-08-24,8,0,10,-2,1677,31,1007,639,Maluku,Maluku
2020-08-24,4,0,0,4,1778,61,1496,221,Maluku Utara,Maluku
2020-08-24,14,5,8,1,2594,148,1890,556,Nusa Tenggara Barat,Nusa Tenggara
2020-08-24,0,0,0,0,171,2,149,20,Nusa Tenggara Timur,Nusa Tenggara
2020-08-24,83,0,409,-326,3649,42,2691,916,Papua,Papua
2020-08-24,10,1,6,3,659,8,524,127,Papua Barat,Papua
2020-08-24,42,2,52,-12,1279,21,821,437,Riau,Sumatera
2020-08-24,1,0,0,1,353,7,237,109,Sulawesi Barat,Sulawesi
2020-08-24,48,1,92,-45,11339,349,8531,2459,Sulawesi Selatan,Sulawesi
2020-08-24,1,0,1,0,239,8,207,24,Sulawesi Tengah,Sulawesi
2020-08-24,4,2,8,-6,1327,24,908,395,Sulawesi Tenggara,Sulawesi
2020-08-24,3,5,34,-36,3552,154,2454,944,Sulawesi Utara,Sulawesi
2020-08-24,26,0,12,14,1659,49,1060,550,Sumatera Barat,Sumatera
2020-08-24,32,1,85,-54,4156,226,2907,1023,Sumatera Selatan,Sumatera
2020-08-24,37,6,65,-34,6159,285,3204,2670,Sumatera Utara,Sumatera
2020-08-25,20,3,0,17,1261,37,191,1033,Aceh,Sumatera
2020-08-25,74,2,51,21,4641,52,4051,538,Bali,Nusa Tenggara
2020-08-25,33,0,16,17,2581,102,1815,664,Banten,Jawa
2020-08-25,11,0,1,10,300,24,166,110,Bengkulu,Sumatera
2020-08-25,638,15,526,97,34251,1117,26048,7086,DKI Jakarta,Jawa
2020-08-25,41,0,11,30,1233,34,857,342,Daerah Istimewa Yogyakarta,Jawa
2020-08-25,11,0,0,11,1970,50,1563,357,Gorontalo,Sulawesi
2020-08-25,7,0,2,5,280,5,133,142,Jambi,Sumatera
2020-08-25,256,1,6,249,9600,255,5804,3541,Jawa Barat,Jawa
2020-08-25,198,25,119,54,12824,872,8213,3739,Jawa Tengah,Jawa
2020-08-25,363,27,346,-10,30947,2220,24321,4406,Jawa Timur,Jawa
2020-08-25,27,0,0,27,602,2,447,153,Kalimantan Barat,Kalimantan
2020-08-25,82,4,66,12,7919,339,5494,2086,Kalimantan Selatan,Kalimantan
2020-08-25,11,1,32,-22,2434,104,1812,518,Kalimantan Tengah,Kalimantan
2020-08-25,141,9,168,-36,3283,132,2087,1064,Kalimantan Timur,Kalimantan
2020-08-25,3,0,2,1,360,2,316,42,Kalimantan Utara,Kalimantan
2020-08-25,3,0,5,-2,231,2,207,22,Kepulauan Bangka Belitung,Sumatera
2020-08-25,10,1,48,-39,764,34,514,216,Kepulauan Riau,Sumatera
2020-08-25,4,0,0,4,368,14,288,66,Lampung,Sumatera
2020-08-25,65,1,45,19,1742,32,1052,658,Maluku,Maluku
2020-08-25,1,0,14,-13,1779,61,1510,208,Maluku Utara,Maluku
2020-08-25,17,2,18,-3,2611,150,1908,553,Nusa Tenggara Barat,Nusa Tenggara
2020-08-25,1,0,0,1,172,2,149,21,Nusa Tenggara Timur,Nusa Tenggara
2020-08-25,0,0,0,0,3649,42,2691,916,Papua,Papua
2020-08-25,0,0,0,0,659,8,524,127,Papua Barat,Papua
2020-08-25,39,1,12,26,1318,22,833,463,Riau,Sumatera
2020-08-25,7,0,3,4,360,7,240,113,Sulawesi Barat,Sulawesi
2020-08-25,60,0,136,-76,11399,349,8667,2383,Sulawesi Selatan,Sulawesi
2020-08-25,0,0,3,-3,239,8,210,21,Sulawesi Tengah,Sulawesi
2020-08-25,38,0,13,25,1365,24,921,420,Sulawesi Tenggara,Sulawesi
2020-08-25,44,0,30,14,3596,154,2484,958,Sulawesi Utara,Sulawesi
2020-08-25,77,1,20,56,1736,50,1080,606,Sumatera Barat,Sumatera
2020-08-25,45,3,34,8,4201,229,2941,1031,Sumatera Selatan,Sumatera
2020-08-25,134,2,107,25,6293,287,3311,2695,Sumatera Utara,Sumatera
2020-08-26,30,0,0,30,1291,37,191,1063,Aceh,Sumatera
2020-08-26,76,2,57,17,4717,54,4108,555,Bali,Nusa Tenggara
2020-08-26,29,1,29,-1,2610,103,1844,663,Banten,Jawa
2020-08-26,3,0,5,-2,303,24,171,108,Bengkulu,Sumatera
2020-08-26,713,7,764,-58,34964,1124,26812,7028,DKI Jakarta,Jawa
2020-08-26,16,2,35,-21,1249,36,892,321,Daerah Istimewa Yogyakarta,Jawa
2020-08-26,0,0,27,-27,1970,50,1590,330,Gorontalo,Sulawesi
2020-08-26,8,0,4,4,288,5,137,146,Jambi,Sumatera
2020-08-26,176,0,30,146,9776,255,5834,3687,Jawa Barat,Jawa
2020-08-26,148,30,166,-48,12972,902,8379,3691,Jawa Tengah,Jawa
2020-08-26,331,31,348,-48,31278,2251,24669,4358,Jawa Timur,Jawa
2020-08-26,0,0,20,-20,602,2,467,133,Kalimantan Barat,Kalimantan
2020-08-26,54,2,141,-89,7973,341,5635,1997,Kalimantan Selatan,Kalimantan
2020-08-26,8,0,30,-22,2442,104,1842,496,Kalimantan Tengah,Kalimantan
2020-08-26,134,2,76,56,3417,134,2163,1120,Kalimantan Timur,Kalimantan
2020-08-26,1,0,2,-1,361,2,318,41,Kalimantan Utara,Kalimantan
2020-08-26,4,0,4,0,235,2,211,22,Kepulauan Bangka Belitung,Sumatera
2020-08-26,7,0,11,-4,771,34,525,212,Kepulauan Riau,Sumatera
2020-08-26,2,0,15,-13,370,14,303,53,Lampung,Sumatera
2020-08-26,6,1,31,-26,1748,33,1083,632,Maluku,Maluku
2020-08-26,30,0,0,30,1809,61,1510,238,Maluku Utara,Maluku
2020-08-26,28,2,16,10,2639,152,1924,563,Nusa Tenggara Barat,Nusa Tenggara
2020-08-26,1,0,0,1,173,2,149,22,Nusa Tenggara Timur,Nusa Tenggara
2020-08-26,36,0,340,-304,3685,42,3031,612,Papua,Papua
2020-08-26,52,2,22,28,711,10,546,155,Papua Barat,Papua
2020-08-26,42,0,23,19,1360,22,856,482,Riau,Sumatera
2020-08-26,2,0,4,-2,362,7,244,111,Sulawesi Barat,Sulawesi
2020-08-26,62,0,110,-48,11461,349,8777,2335,Sulawesi Selatan,Sulawesi
2020-08-26,0,0,2,-2,239,8,212,19,Sulawesi Tengah,Sulawesi
2020-08-26,37,0,25,12,1402,24,946,432,Sulawesi Tenggara,Sulawesi
2020-08-26,15,1,34,-20,3611,155,2518,938,Sulawesi Utara,Sulawesi
2020-08-26,87,1,8,78,1823,51,1088,684,Sumatera Barat,Sumatera
2020-08-26,21,2,17,2,4222,231,2958,1033,Sumatera Selatan,Sumatera
2020-08-26,137,2,129,6,6430,289,3440,2701,Sumatera Utara,Sumatera
2020-08-27,108,0,0,108,1399,37,191,1171,Aceh,Sumatera
2020-08-27,82,2,74,6,4799,56,4182,561,Bali,Nusa Tenggara
2020-08-27,59,0,21,38,2669,103,1865,701,Banten,Jawa
2020-08-27,2,1,0,1,305,25,171,109,Bengkulu,Sumatera
2020-08-27,760,11,1539,-790,35724,1135,28351,6238,DKI Jakarta,Jawa
2020-08-27,42,0,31,11,1291,36,923,332,Daerah Istimewa Yogyakarta,Jawa
2020-08-27,53,0,11,42,2023,50,1601,372,Gorontalo,Sulawesi
2020-08-27,7,0,0,7,295,5,137,153,Jambi,Sumatera
2020-08-27,153,0,89,64,9929,255,5923,3751,Jawa Barat,Jawa
2020-08-27,251,33,217,1,13223,935,8596,3692,Jawa Tengah,Jawa
2020-08-27,367,30,345,-8,31645,2281,25014,4350,Jawa Timur,Jawa
2020-08-27,6,0,41,-35,608,2,508,98,Kalimantan Barat,Kalimantan
2020-08-27,39,2,184,-147,8012,343,5819,1850,Kalimantan Selatan,Kalimantan
2020-08-27,18,1,24,-7,2460,105,1866,489,Kalimantan Tengah,Kalimantan
2020-08-27,206,9,52,145,3623,143,2215,1265,Kalimantan Timur,Kalimantan
2020-08-27,0,0,2,-2,361,2,320,39,Kalimantan Utara,Kalimantan
2020-08-27,0,0,0,0,235,2,211,22,Kepulauan Bangka Belitung,Sumatera
2020-08-27,50,3,6,41,821,37,531,253,Kepulauan Riau,Sumatera
2020-08-27,5,0,11,-6,375,14,314,47,Lampung,Sumatera
2020-08-27,33,0,16,17,1781,33,1099,649,Maluku,Maluku
2020-08-27,16,2,53,-39,1825,63,1563,199,Maluku Utara,Maluku
2020-08-27,21,3,21,-3,2660,155,1945,560,Nusa Tenggara Barat,Nusa Tenggara
2020-08-27,1,0,6,-5,174,2,155,17,Nusa Tenggara Timur,Nusa Tenggara
2020-08-27,23,0,12,11,3708,42,3043,623,Papua,Papua
2020-08-27,9,1,9,-1,720,11,555,154,Papua Barat,Papua
2020-08-27,99,3,17,79,1459,25,873,561,Riau,Sumatera
2020-08-27,6,0,4,2,368,7,248,113,Sulawesi Barat,Sulawesi
2020-08-27,34,6,91,-63,11495,355,8868,2272,Sulawesi Selatan,Sulawesi
2020-08-27,0,0,1,-1,239,8,213,18,Sulawesi Tengah,Sulawesi
2020-08-27,48,1,45,2,1450,25,991,434,Sulawesi Tenggara,Sulawesi
2020-08-27,38,0,20,18,3649,155,2538,956,Sulawesi Utara,Sulawesi
2020-08-27,41,2,55,-16,1864,53,1143,668,Sumatera Barat,Sumatera
2020-08-27,25,3,59,-37,4247,234,3017,996,Sumatera Selatan,Sumatera
2020-08-27,104,6,117,-19,6534,295,3557,2682,Sumatera Utara,Sumatera
2020-08-28,50,11,0,39,1449,48,191,1210,Aceh,Sumatera
2020-08-28,93,2,71,20,4892,58,4253,581,Bali,Nusa Tenggara
2020-08-28,42,0,16,26,2711,103,1881,727,Banten,Jawa
2020-08-28,24,0,2,22,329,25,173,131,Bengkulu,Sumatera
2020-08-28,869,10,880,-21,36593,1145,29231,6217,DKI Jakarta,Jawa
2020-08-28,20,0,24,-4,1311,36,947,328,Daerah Istimewa Yogyakarta,Jawa
2020-08-28,12,1,151,-140,2035,51,1752,232,Gorontalo,Sulawesi
2020-08-28,6,0,6,0,301,5,143,153,Jambi,Sumatera
2020-08-28,557,2,64,491,10486,257,5987,4242,Jawa Barat,Jawa
2020-08-28,241,28,119,94,13464,963,8715,3786,Jawa Tengah,Jawa
2020-08-28,417,20,236,161,32062,2301,25250,4511,Jawa Timur,Jawa
2020-08-28,0,0,0,0,608,2,508,98,Kalimantan Barat,Kalimantan
2020-08-28,68,5,180,-117,8080,348,5999,1733,Kalimantan Selatan,Kalimantan
2020-08-28,0,0,0,0,2460,105,1866,489,Kalimantan Tengah,Kalimantan
2020-08-28,97,3,44,50,3720,146,2259,1315,Kalimantan Timur,Kalimantan
2020-08-28,12,0,3,9,373,2,323,48,Kalimantan Utara,Kalimantan
2020-08-28,0,0,2,-2,235,2,213,20,Kepulauan Bangka Belitung,Sumatera
2020-08-28,41,0,6,35,862,37,537,288,Kepulauan Riau,Sumatera
2020-08-28,2,0,0,2,377,14,314,49,Lampung,Sumatera
2020-08-28,4,0,1,3,1785,33,1100,652,Maluku,Maluku
2020-08-28,15,2,0,13,1840,65,1563,212,Maluku Utara,Maluku
2020-08-28,23,1,27,-5,2683,156,1972,555,Nusa Tenggara Barat,Nusa Tenggara
2020-08-28,2,0,1,1,176,2,156,18,Nusa Tenggara Timur,Nusa Tenggara
2020-08-28,26,0,53,-27,3734,42,3096,596,Papua,Papua
2020-08-28,6,0,7,-1,726,11,562,153,Papua Barat,Papua
2020-08-28,66,5,43,18,1525,30,916,579,Riau,Sumatera
2020-08-28,16,0,13,3,384,7,261,116,Sulawesi Barat,Sulawesi
2020-08-28,89,2,106,-19,11584,357,8974,2253,Sulawesi Selatan,Sulawesi
2020-08-28,1,0,5,-4,240,8,218,14,Sulawesi Tengah,Sulawesi
2020-08-28,49,1,17,31,1499,26,1008,465,Sulawesi Tenggara,Sulawesi
2020-08-28,34,0,62,-28,3683,155,2600,928,Sulawesi Utara,Sulawesi
2020-08-28,26,2,11,13,1890,55,1154,681,Sumatera Barat,Sumatera
2020-08-28,57,3,39,15,4304,237,3056,1011,Sumatera Selatan,Sumatera
2020-08-28,86,7,133,-54,6620,302,3690,2628,Sumatera Utara,Sumatera
2020-08-29,97,6,0,91,1546,54,191,1301,Aceh,Sumatera
2020-08-29,88,2,67,19,4980,60,4320,600,Bali,Nusa Tenggara
2020-08-29,61,0,108,-47,2772,103,1989,680,Banten,Jawa
2020-08-29,3,0,0,3,332,25,173,134,Bengkulu,Sumatera
2020-08-29,861,18,600,243,37454,1163,29831,6460,DKI Jakarta,Jawa
2020-08-29,47,1,21,25,1358,37,968,353,Daerah Istimewa Yogyakarta,Jawa
2020-08-29,6,2,13,-9,2041,53,1765,223,Gorontalo,Sulawesi
2020-08-29,0,0,6,-6,301,5,149,147,Jambi,Sumatera
2020-08-29,285,0,8,277,10771,257,5995,4519,Jawa Barat,Jawa
2020-08-29,178,10,90,78,13642,973,8805,3864,Jawa Tengah,Jawa
2020-08-29,641,21,305,315,32703,2322,25555,4826,Jawa Timur,Jawa
2020-08-29,16,0,31,-15,624,2,539,83,Kalimantan Barat,Kalimantan
2020-08-29,111,3,149,-41,8191,351,6148,1692,Kalimantan Selatan,Kalimantan
2020-08-29,18,1,40,-23,2478,106,1906,466,Kalimantan Tengah,Kalimantan
2020-08-29,200,8,42,150,3920,154,2301,1465,Kalimantan Timur,Kalimantan
2020-08-29,6,0,1,5,379,2,324,53,Kalimantan Utara,Kalimantan
2020-08-29,0,0,3,-3,235,2,216,17,Kepulauan Bangka Belitung,Sumatera
2020-08-29,35,2,13,20,897,39,550,308,Kepulauan Riau,Sumatera
2020-08-29,4,0,0,4,381,14,314,53,Lampung,Sumatera
2020-08-29,27,0,2,25,1812,33,1102,677,Maluku,Maluku
2020-08-29,0,0,18,-18,1840,65,1581,194,Maluku Utara,Maluku
2020-08-29,42,0,27,15,2725,156,1999,570,Nusa Tenggara Barat,Nusa Tenggara
2020-08-29,0,0,0,0,176,2,156,18,Nusa Tenggara Timur,Nusa Tenggara
2020-08-29,36,0,20,16,3770,42,3116,612,Papua,Papua
2020-08-29,20,1,0,19,746,12,562,172,Papua Barat,Papua
2020-08-29,79,0,24,55,1604,30,940,634,Riau,Sumatera
2020-08-29,4,0,2,2,388,7,263,118,Sulawesi Barat,Sulawesi
2020-08-29,99,2,78,19,11683,359,9052,2272,Sulawesi Selatan,Sulawesi
2020-08-29,1,0,0,1,241,8,218,15,Sulawesi Tengah,Sulawesi
2020-08-29,38,0,0,38,1537,26,1008,503,Sulawesi Tenggara,Sulawesi
2020-08-29,66,0,49,17,3749,155,2649,945,Sulawesi Utara,Sulawesi
2020-08-29,88,0,8,80,1978,55,1162,761,Sumatera Barat,Sumatera
2020-08-29,56,11,61,-16,4360,248,3117,995,Sumatera Selatan,Sumatera
2020-08-29,103,6,112,-15,6723,308,3802,2613,Sumatera Utara,Sumatera
2020-08-30,54,4,56,-6,1600,58,247,1295,Aceh,Sumatera
2020-08-30,89,3,28,58,5069,63,4348,658,Bali,Nusa Tenggara
2020-08-30,45,4,38,3,2817,107,2027,683,Banten,Jawa
2020-08-30,11,0,9,2,343,25,182,136,Bengkulu,Sumatera
2020-08-30,1094,9,368,717,38548,1172,30199,7177,DKI Jakarta,Jawa
2020-08-30,24,0,8,16,1382,37,976,369,Daerah Istimewa Yogyakarta,Jawa
2020-08-30,0,0,5,-5,2041,53,1770,218,Gorontalo,Sulawesi
2020-08-30,0,0,0,0,301,5,149,147,Jambi,Sumatera
2020-08-30,101,0,25,76,10872,257,6020,4595,Jawa Barat,Jawa
2020-08-30,138,15,94,29,13780,988,8899,3893,Jawa Tengah,Jawa
2020-08-30,467,26,223,218,33170,2348,25778,5044,Jawa Timur,Jawa
2020-08-30,18,1,0,17,642,3,539,100,Kalimantan Barat,Kalimantan
2020-08-30,64,2,96,-34,8255,353,6244,1658,Kalimantan Selatan,Kalimantan
2020-08-30,25,1,35,-11,2503,107,1941,455,Kalimantan Tengah,Kalimantan
2020-08-30,197,4,18,175,4117,158,2319,1640,Kalimantan Timur,Kalimantan
2020-08-30,3,0,1,2,382,2,325,55,Kalimantan Utara,Kalimantan
2020-08-30,4,0,0,4,239,2,216,21,Kepulauan Bangka Belitung,Sumatera
2020-08-30,1,0,0,1,898,39,550,309,Kepulauan Riau,Sumatera
2020-08-30,7,0,3,4,388,14,317,57,Lampung,Sumatera
2020-08-30,20,0,0,20,1832,33,1102,697,Maluku,Maluku
2020-08-30,18,1,0,17,1858,66,1581,211,Maluku Utara,Maluku
2020-08-30,1,1,24,-24,2726,157,2023,546,Nusa Tenggara Barat,Nusa Tenggara
2020-08-30,1,0,0,1,177,2,156,19,Nusa Tenggara Timur,Nusa Tenggara
2020-08-30,25,1,5,19,3795,43,3121,631,Papua,Papua
2020-08-30,6,0,1,5,752,12,563,177,Papua Barat,Papua
2020-08-30,134,0,30,104,1738,30,970,738,Riau,Sumatera
2020-08-30,5,0,7,-2,393,7,270,116,Sulawesi Barat,Sulawesi
2020-08-30,60,0,80,-20,11743,359,9132,2252,Sulawesi Selatan,Sulawesi
2020-08-30,0,0,1,-1,241,8,219,14,Sulawesi Tengah,Sulawesi
2020-08-30,27,2,41,-16,1564,28,1049,487,Sulawesi Tenggara,Sulawesi
2020-08-30,82,1,52,29,3831,156,2701,974,Sulawesi Utara,Sulawesi
2020-08-30,90,1,39,50,2068,56,1201,811,Sumatera Barat,Sumatera
2020-08-30,40,0,16,24,4400,248,3133,1019,Sumatera Selatan,Sumatera
2020-08-30,39,3,102,-66,6762,311,3904,2547,Sumatera Utara,Sumatera
2020-08-31,33,2,66,-35,1633,60,313,1260,Aceh,Sumatera
2020-08-31,129,3,79,47,5198,66,4427,705,Bali,Nusa Tenggara
2020-08-31,31,0,25,6,2848,107,2052,689,Banten,Jawa
2020-08-31,0,0,4,-4,343,25,186,132,Bengkulu,Sumatera
2020-08-31,1049,14,402,633,39597,1186,30601,7810,DKI Jakarta,Jawa
2020-08-31,28,2,50,-24,1410,39,1026,345,Daerah Istimewa Yogyakarta,Jawa
2020-08-31,0,1,16,-17,2041,54,1786,201,Gorontalo,Sulawesi
2020-08-31,0,0,7,-7,301,5,156,140,Jambi,Sumatera
2020-08-31,146,8,57,81,11018,265,6077,4676,Jawa Barat,Jawa
2020-08-31,179,9,99,71,13959,997,8998,3964,Jawa Tengah,Jawa
2020-08-31,323,21,384,-82,33493,2369,26162,4962,Jawa Timur,Jawa
2020-08-31,0,0,17,-17,642,3,556,83,Kalimantan Barat,Kalimantan
2020-08-31,32,1,42,-11,8287,354,6286,1647,Kalimantan Selatan,Kalimantan
2020-08-31,41,0,22,19,2544,107,1963,474,Kalimantan Tengah,Kalimantan
2020-08-31,124,1,72,51,4241,159,2391,1691,Kalimantan Timur,Kalimantan
2020-08-31,2,0,4,-2,384,2,329,53,Kalimantan Utara,Kalimantan
2020-08-31,0,0,6,-6,239,2,222,15,Kepulauan Bangka Belitung,Sumatera
2020-08-31,88,1,23,64,986,40,573,373,Kepulauan Riau,Sumatera
2020-08-31,6,0,5,1,394,14,322,58,Lampung,Sumatera
2020-08-31,25,0,56,-31,1857,33,1158,666,Maluku,Maluku
2020-08-31,2,0,0,2,1860,66,1581,213,Maluku Utara,Maluku
2020-08-31,14,2,28,-16,2740,159,2051,530,Nusa Tenggara Barat,Nusa Tenggara
2020-08-31,0,0,0,0,177,2,156,19,Nusa Tenggara Timur,Nusa Tenggara
2020-08-31,0,0,0,0,3795,43,3121,631,Papua,Papua
2020-08-31,55,0,6,49,807,12,569,226,Papua Barat,Papua
2020-08-31,108,4,44,60,1846,34,1014,798,Riau,Sumatera
2020-08-31,2,0,0,2,395,7,270,118,Sulawesi Barat,Sulawesi
2020-08-31,105,0,75,30,11848,359,9207,2282,Sulawesi Selatan,Sulawesi
2020-08-31,2,0,1,1,243,8,220,15,Sulawesi Tengah,Sulawesi
2020-08-31,2,2,23,-23,1566,30,1072,464,Sulawesi Tenggara,Sulawesi
2020-08-31,15,0,36,-21,3846,156,2737,953,Sulawesi Utara,Sulawesi
2020-08-31,89,0,27,62,2157,56,1228,873,Sumatera Barat,Sumatera
2020-08-31,53,2,26,25,4453,250,3159,1044,Sumatera Selatan,Sumatera
2020-08-31,58,3,60,-5,6820,314,3964,2542,Sumatera Utara,Sumatera
2020-09-01,16,3,82,-69,1649,63,395,1191,Aceh,Sumatera
2020-09-01,160,2,100,58,5358,68,4527,763,Bali,Nusa Tenggara
2020-09-01,27,4,62,-39,2875,111,2114,650,Banten,Jawa
2020-09-01,6,0,0,6,349,25,186,138,Bengkulu,Sumatera
2020-09-01,901,17,737,147,40498,1203,31338,7957,DKI Jakarta,Jawa
2020-09-01,20,0,10,10,1430,39,1036,355,Daerah Istimewa Yogyakarta,Jawa
2020-09-01,34,0,27,7,2075,54,1813,208,Gorontalo,Sulawesi
2020-09-01,0,0,0,0,301,5,156,140,Jambi,Sumatera
2020-09-01,213,1,47,165,11231,266,6124,4841,Jawa Barat,Jawa
2020-09-01,201,14,131,56,14160,1011,9129,4020,Jawa Tengah,Jawa
2020-09-01,350,27,323,0,33843,2396,26485,4962,Jawa Timur,Jawa
2020-09-01,8,0,0,8,650,3,556,91,Kalimantan Barat,Kalimantan
2020-09-01,69,1,102,-34,8356,355,6388,1613,Kalimantan Selatan,Kalimantan
2020-09-01,37,0,20,17,2581,107,1983,491,Kalimantan Tengah,Kalimantan
2020-09-01,61,3,17,41,4302,162,2408,1732,Kalimantan Timur,Kalimantan
2020-09-01,8,0,6,2,392,2,335,55,Kalimantan Utara,Kalimantan
2020-09-01,0,0,0,0,239,2,222,15,Kepulauan Bangka Belitung,Sumatera
2020-09-01,27,0,0,27,1013,40,573,400,Kepulauan Riau,Sumatera
2020-09-01,4,2,0,2,398,16,322,60,Lampung,Sumatera
2020-09-01,43,0,38,5,1900,33,1196,671,Maluku,Maluku
2020-09-01,6,0,0,6,1866,66,1581,219,Maluku Utara,Maluku
2020-09-01,16,3,28,-15,2756,162,2079,515,Nusa Tenggara Barat,Nusa Tenggara
2020-09-01,2,0,0,2,179,2,156,21,Nusa Tenggara Timur,Nusa Tenggara
2020-09-01,66,1,25,40,3861,44,3146,671,Papua,Papua
2020-09-01,24,2,23,-1,831,14,592,225,Papua Barat,Papua
2020-09-01,81,1,19,61,1927,35,1033,859,Riau,Sumatera
2020-09-01,1,0,7,-6,396,7,277,112,Sulawesi Barat,Sulawesi
2020-09-01,79,0,74,5,11927,359,9281,2287,Sulawesi Selatan,Sulawesi
2020-09-01,1,0,0,1,244,8,220,16,Sulawesi Tengah,Sulawesi
2020-09-01,42,1,15,26,1608,31,1087,490,Sulawesi Tenggara,Sulawesi
2020-09-01,45,0,33,12,3891,156,2770,965,Sulawesi Utara,Sulawesi
2020-09-01,83,0,19,64,2240,56,1247,937,Sumatera Barat,Sumatera
2020-09-01,32,2,65,-35,4485,252,3224,1009,Sumatera Selatan,Sumatera
2020-09-01,115,4,99,12,6935,318,4063,2554,Sumatera Utara,Sumatera
2020-09-02,48,3,1,44,1697,66,396,1235,Aceh,Sumatera
2020-09-02,169,5,101,63,5527,73,4628,826,Bali,Nusa Tenggara
2020-09-02,68,1,22,45,2943,112,2136,695,Banten,Jawa
2020-09-02,4,0,0,4,353,25,186,142,Bengkulu,Sumatera
2020-09-02,1054,17,479,558,41552,1220,31817,8515,DKI Jakarta,Jawa
2020-09-02,29,2,25,2,1459,41,1061,357,Daerah Istimewa Yogyakarta,Jawa
2020-09-02,15,0,17,-2,2090,54,1830,206,Gorontalo,Sulawesi
2020-09-02,1,0,0,1,302,5,156,141,Jambi,Sumatera
2020-09-02,202,1,138,63,11433,267,6262,4904,Jawa Barat,Jawa
2020-09-02,264,31,202,31,14424,1042,9331,4051,Jawa Tengah,Jawa
2020-09-02,385,29,317,39,34228,2425,26802,5001,Jawa Timur,Jawa
2020-09-02,6,0,21,-15,656,3,577,76,Kalimantan Barat,Kalimantan
2020-09-02,59,4,105,-50,8415,359,6493,1563,Kalimantan Selatan,Kalimantan
2020-09-02,0,0,0,0,2581,107,1983,491,Kalimantan Tengah,Kalimantan
2020-09-02,72,1,68,3,4374,163,2476,1735,Kalimantan Timur,Kalimantan
2020-09-02,4,0,1,3,396,2,336,58,Kalimantan Utara,Kalimantan
2020-09-02,0,0,1,-1,239,2,223,14,Kepulauan Bangka Belitung,Sumatera
2020-09-02,47,0,6,41,1060,40,579,441,Kepulauan Riau,Sumatera
2020-09-02,11,0,5,6,409,16,327,66,Lampung,Sumatera
2020-09-02,10,1,10,-1,1910,34,1206,670,Maluku,Maluku
2020-09-02,5,0,0,5,1871,66,1581,224,Maluku Utara,Maluku
2020-09-02,14,0,29,-15,2770,162,2108,500,Nusa Tenggara Barat,Nusa Tenggara
2020-09-02,12,0,3,9,191,2,159,30,Nusa Tenggara Timur,Nusa Tenggara
2020-09-02,11,0,21,-10,3872,44,3167,661,Papua,Papua
2020-09-02,5,0,6,-1,836,14,598,224,Papua Barat,Papua
2020-09-02,107,1,10,96,2034,36,1043,955,Riau,Sumatera
2020-09-02,0,0,1,-1,396,7,278,111,Sulawesi Barat,Sulawesi
2020-09-02,130,4,91,35,12057,363,9372,2322,Sulawesi Selatan,Sulawesi
2020-09-02,1,1,0,0,245,9,220,16,Sulawesi Tengah,Sulawesi
2020-09-02,15,1,5,9,1623,32,1092,499,Sulawesi Tenggara,Sulawesi
2020-09-02,14,1,51,-38,3905,157,2821,927,Sulawesi Utara,Sulawesi
2020-09-02,88,0,66,22,2328,56,1313,959,Sumatera Barat,Sumatera
2020-09-02,34,6,23,5,4519,258,3247,1014,Sumatera Selatan,Sumatera
2020-09-02,182,2,105,75,7117,320,4168,2629,Sumatera Utara,Sumatera
2020-09-03,97,3,8,86,1794,69,404,1321,Aceh,Sumatera
2020-09-03,174,4,117,53,5701,77,4745,879,Bali,Nusa Tenggara
2020-09-03,33,1,24,8,2976,113,2160,703,Banten,Jawa
2020-09-03,8,0,0,8,361,25,186,150,Bengkulu,Sumatera
2020-09-03,1359,15,702,642,42911,1235,32519,9157,DKI Jakarta,Jawa
2020-09-03,33,2,14,17,1492,43,1075,374,Daerah Istimewa Yogyakarta,Jawa
2020-09-03,61,1,16,44,2151,55,1846,250,Gorontalo,Sulawesi
2020-09-03,0,0,1,-1,302,5,157,140,Jambi,Sumatera
2020-09-03,236,4,30,202,11669,271,6292,5106,Jawa Barat,Jawa
