Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Island
2020-03-01,2,0,0,2,2,0,0,2,DKI Jakarta,Jawa
2020-03-02,2,0,0,2,4,0,0,4,DKI Jakarta,Jawa
2020-03-02,3,0,0,3,3,0,0,3,Jawa Barat,Jawa
2020-03-02,1,0,0,1,1,0,0,1,Riau,Sumatera
2020-03-03,2,0,0,2,6,0,0,6,DKI Jakarta,Jawa
2020-03-03,1,1,0,0,4,1,0,3,Jawa Barat,Jawa
2020-03-03,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-04,2,0,0,2,8,0,0,8,DKI Jakarta,Jawa
2020-03-04,1,0,0,1,5,1,0,4,Jawa Barat,Jawa
2020-03-04,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-05,0,1,0,-1,8,1,0,7,DKI Jakarta,Jawa
2020-03-05,1,0,0,1,6,1,0,5,Jawa Barat,Jawa
2020-03-05,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-06,1,0,0,1,1,0,0,1,Banten,Jawa
2020-03-06,0,0,0,0,8,1,0,7,DKI Jakarta,Jawa
2020-03-06,1,0,0,1,7,1,0,6,Jawa Barat,Jawa
2020-03-06,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-07,0,0,0,0,1,0,0,1,Banten,Jawa
2020-03-07,0,2,0,-2,8,3,0,5,DKI Jakarta,Jawa
2020-03-07,0,0,0,0,7,1,0,6,Jawa Barat,Jawa
2020-03-07,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-08,1,0,0,1,2,0,0,2,Banten,Jawa
2020-03-08,0,0,0,0,8,3,0,5,DKI Jakarta,Jawa
2020-03-08,0,0,0,0,7,1,0,6,Jawa Barat,Jawa
2020-03-08,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-09,0,0,0,0,2,0,0,2,Banten,Jawa
2020-03-09,0,1,0,-1,8,4,0,4,DKI Jakarta,Jawa
2020-03-09,0,0,0,0,7,1,0,6,Jawa Barat,Jawa
2020-03-09,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-10,0,0,0,0,2,0,0,2,Banten,Jawa
2020-03-10,0,0,0,0,8,4,0,4,DKI Jakarta,Jawa
2020-03-10,0,0,0,0,7,1,0,6,Jawa Barat,Jawa
2020-03-10,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-10,1,0,0,1,1,0,0,1,Sulawesi Tenggara,Sulawesi
2020-03-11,0,0,0,0,2,0,0,2,Banten,Jawa
2020-03-11,0,0,0,0,8,4,0,4,DKI Jakarta,Jawa
2020-03-11,0,1,0,-1,7,2,0,5,Jawa Barat,Jawa
2020-03-11,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-11,0,0,0,0,1,0,0,1,Sulawesi Tenggara,Sulawesi
2020-03-12,0,1,0,-1,2,1,0,1,Banten,Jawa
2020-03-12,0,1,4,-5,8,5,4,-1,DKI Jakarta,Jawa
2020-03-12,1,0,0,1,8,2,0,6,Jawa Barat,Jawa
2020-03-12,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-12,0,0,0,0,1,0,0,1,Sulawesi Tenggara,Sulawesi
2020-03-13,1,0,0,1,3,1,0,2,Banten,Jawa
2020-03-13,0,1,3,-4,8,6,7,-5,DKI Jakarta,Jawa
2020-03-13,4,0,4,0,12,2,4,6,Jawa Barat,Jawa
2020-03-13,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-13,0,0,0,0,1,0,0,1,Sulawesi Tenggara,Sulawesi
2020-03-14,1,0,0,1,4,1,0,3,Banten,Jawa
2020-03-14,1,1,1,-1,9,7,8,-6,DKI Jakarta,Jawa
2020-03-14,0,0,0,0,12,2,4,6,Jawa Barat,Jawa
2020-03-14,3,0,0,3,3,0,0,3,Kalimantan Timur,Kalimantan
2020-03-14,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-14,0,0,0,0,1,0,0,1,Sulawesi Tenggara,Sulawesi
2020-03-15,1,0,0,1,5,1,0,4,Banten,Jawa
2020-03-15,6,3,0,3,15,10,8,-3,DKI Jakarta,Jawa
2020-03-15,0,0,0,0,12,2,4,6,Jawa Barat,Jawa
2020-03-15,2,0,0,2,5,0,0,5,Kalimantan Timur,Kalimantan
2020-03-15,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-15,0,0,0,0,1,0,0,1,Sulawesi Tenggara,Sulawesi
2020-03-16,1,0,0,1,6,1,0,5,Banten,Jawa
2020-03-16,0,3,0,-3,15,13,8,-6,DKI Jakarta,Jawa
2020-03-16,1,0,0,1,1,0,0,1,Daerah Istimewa Yogyakarta,Jawa
2020-03-16,1,0,0,1,13,2,4,7,Jawa Barat,Jawa
2020-03-16,1,0,0,1,6,0,0,6,Kalimantan Timur,Kalimantan
2020-03-16,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-16,2,0,0,2,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-17,0,1,0,-1,6,2,0,4,Banten,Jawa
2020-03-17,1,1,0,0,16,14,8,-6,DKI Jakarta,Jawa
2020-03-17,0,0,0,0,1,0,0,1,Daerah Istimewa Yogyakarta,Jawa
2020-03-17,11,0,0,11,24,2,4,18,Jawa Barat,Jawa
2020-03-17,1,0,0,1,7,0,0,7,Kalimantan Timur,Kalimantan
2020-03-17,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-17,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-17,1,1,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-18,0,0,0,0,6,2,0,4,Banten,Jawa
2020-03-18,0,1,0,-1,16,15,8,-7,DKI Jakarta,Jawa
2020-03-18,0,0,0,0,1,0,0,1,Daerah Istimewa Yogyakarta,Jawa
2020-03-18,5,1,1,3,29,3,5,21,Jawa Barat,Jawa
2020-03-18,1,1,0,0,1,1,0,0,Jawa Tengah,Jawa
2020-03-18,2,0,0,2,2,0,0,2,Jawa Timur,Jawa
2020-03-18,0,0,0,0,7,0,0,7,Kalimantan Timur,Kalimantan
2020-03-18,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-18,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-18,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-19,0,1,0,-1,6,3,0,3,Banten,Jawa
2020-03-19,1,0,1,0,17,15,9,-7,DKI Jakarta,Jawa
2020-03-19,0,0,0,0,1,0,0,1,Daerah Istimewa Yogyakarta,Jawa
2020-03-19,7,1,0,6,36,4,5,27,Jawa Barat,Jawa
2020-03-19,1,0,0,1,2,1,0,1,Jawa Tengah,Jawa
2020-03-19,0,0,1,-1,2,0,1,1,Jawa Timur,Jawa
2020-03-19,0,0,0,0,7,0,0,7,Kalimantan Timur,Kalimantan
2020-03-19,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-19,2,0,0,2,2,0,0,2,Sulawesi Selatan,Sulawesi
2020-03-19,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-19,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-20,0,1,0,-1,6,4,0,2,Banten,Jawa
2020-03-20,1,3,1,-3,18,18,10,-10,DKI Jakarta,Jawa
2020-03-20,0,0,1,-1,1,0,1,0,Daerah Istimewa Yogyakarta,Jawa
2020-03-20,20,3,0,17,56,7,5,44,Jawa Barat,Jawa
2020-03-20,2,0,0,2,4,1,0,3,Jawa Tengah,Jawa
2020-03-20,0,0,0,0,2,0,1,1,Jawa Timur,Jawa
2020-03-20,0,0,0,0,7,0,0,7,Kalimantan Timur,Kalimantan
2020-03-20,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-20,0,0,0,0,2,0,0,2,Sulawesi Selatan,Sulawesi
2020-03-20,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-20,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-21,0,0,0,0,6,4,0,2,Banten,Jawa
2020-03-21,0,3,6,-9,18,21,16,-19,DKI Jakarta,Jawa
2020-03-21,0,0,0,0,1,0,1,0,Daerah Istimewa Yogyakarta,Jawa
2020-03-21,5,0,0,5,61,7,5,49,Jawa Barat,Jawa
2020-03-21,1,1,0,0,5,2,0,3,Jawa Tengah,Jawa
2020-03-21,0,0,0,0,2,0,1,1,Jawa Timur,Jawa
2020-03-21,0,0,0,0,7,0,0,7,Kalimantan Timur,Kalimantan
2020-03-21,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-21,0,0,0,0,2,0,0,2,Sulawesi Selatan,Sulawesi
2020-03-21,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-21,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-22,0,0,0,0,6,4,0,2,Banten,Jawa
2020-03-22,0,0,3,-3,18,21,19,-22,DKI Jakarta,Jawa
2020-03-22,0,0,0,0,1,0,1,0,Daerah Istimewa Yogyakarta,Jawa
2020-03-22,3,3,0,0,64,10,5,49,Jawa Barat,Jawa
2020-03-22,0,0,0,0,5,2,0,3,Jawa Tengah,Jawa
2020-03-22,0,0,0,0,2,0,1,1,Jawa Timur,Jawa
2020-03-22,0,0,0,0,7,0,0,7,Kalimantan Timur,Kalimantan
2020-03-22,1,0,0,1,1,0,0,1,Maluku,Maluku
2020-03-22,2,0,0,2,2,0,0,2,Papua,Papua
2020-03-22,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-22,0,0,0,0,2,0,0,2,Sulawesi Selatan,Sulawesi
2020-03-22,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-22,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-23,0,0,0,0,6,4,0,2,Banten,Jawa
2020-03-23,0,0,0,0,18,21,19,-22,DKI Jakarta,Jawa
2020-03-23,0,1,0,-1,1,1,1,-1,Daerah Istimewa Yogyakarta,Jawa
2020-03-23,6,4,0,2,70,14,5,51,Jawa Barat,Jawa
2020-03-23,3,0,0,3,8,2,0,6,Jawa Tengah,Jawa
2020-03-23,0,0,1,-1,2,0,2,0,Jawa Timur,Jawa
2020-03-23,1,0,0,1,8,0,0,8,Kalimantan Timur,Kalimantan
2020-03-23,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-23,1,0,0,1,1,0,0,1,Maluku Utara,Maluku
2020-03-23,0,0,0,0,2,0,0,2,Papua,Papua
2020-03-23,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-23,0,1,0,-1,2,1,0,1,Sulawesi Selatan,Sulawesi
2020-03-23,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-23,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-24,0,0,1,-1,6,4,1,1,Banten,Jawa
2020-03-24,0,19,3,-22,18,40,22,-44,DKI Jakarta,Jawa
2020-03-24,0,0,0,0,1,1,1,-1,Daerah Istimewa Yogyakarta,Jawa
2020-03-24,2,2,1,-1,72,16,6,50,Jawa Barat,Jawa
2020-03-24,1,1,0,0,9,3,0,6,Jawa Tengah,Jawa
2020-03-24,0,1,0,-1,2,1,2,-1,Jawa Timur,Jawa
2020-03-24,0,0,0,0,8,0,0,8,Kalimantan Timur,Kalimantan
2020-03-24,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-24,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-24,0,0,0,0,2,0,0,2,Papua,Papua
2020-03-24,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-24,2,0,0,2,4,1,0,3,Sulawesi Selatan,Sulawesi
2020-03-24,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-24,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-25,0,0,0,0,6,4,1,1,Banten,Jawa
2020-03-25,0,1,0,-1,18,41,22,-45,DKI Jakarta,Jawa
2020-03-25,0,1,0,-1,1,2,1,-2,Daerah Istimewa Yogyakarta,Jawa
2020-03-25,5,0,1,4,77,16,7,54,Jawa Barat,Jawa
2020-03-25,18,1,0,17,27,4,0,23,Jawa Tengah,Jawa
2020-03-25,0,2,2,-4,2,3,4,-5,Jawa Timur,Jawa
2020-03-25,0,0,0,0,8,0,0,8,Kalimantan Timur,Kalimantan
2020-03-25,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-25,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-25,0,0,0,0,2,0,0,2,Papua,Papua
2020-03-25,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-25,9,0,0,9,13,1,0,12,Sulawesi Selatan,Sulawesi
2020-03-25,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-25,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-26,1,0,0,1,1,0,0,1,Aceh,Sumatera
2020-03-26,0,0,1,-1,6,4,2,0,Banten,Jawa
2020-03-26,56,2,0,54,74,43,22,9,DKI Jakarta,Jawa
2020-03-26,0,0,0,0,1,2,1,-2,Daerah Istimewa Yogyakarta,Jawa
2020-03-26,8,0,0,8,85,16,7,62,Jawa Barat,Jawa
2020-03-26,2,0,1,1,29,4,1,24,Jawa Tengah,Jawa
2020-03-26,8,0,2,6,10,3,6,1,Jawa Timur,Jawa
2020-03-26,2,0,0,2,2,0,0,2,Kalimantan Tengah,Kalimantan
2020-03-26,0,0,0,0,8,0,0,8,Kalimantan Timur,Kalimantan
2020-03-26,2,0,0,2,2,0,0,2,Lampung,Sumatera
2020-03-26,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-26,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-26,4,0,0,4,6,0,0,6,Papua,Papua
2020-03-26,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-26,14,0,0,14,27,1,0,26,Sulawesi Selatan,Sulawesi
2020-03-26,1,0,0,1,1,0,0,1,Sulawesi Tengah,Sulawesi
2020-03-26,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-26,3,0,0,3,3,0,0,3,Sumatera Barat,Sumatera
2020-03-26,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera
2020-03-27,3,0,0,3,4,0,0,4,Aceh,Sumatera
2020-03-27,25,0,0,25,31,4,2,25,Banten,Jawa
2020-03-27,68,7,6,55,142,50,28,64,DKI Jakarta,Jawa
2020-03-27,1,0,0,1,2,2,1,-1,Daerah Istimewa Yogyakarta,Jawa
2020-03-27,27,4,0,23,112,20,7,85,Jawa Barat,Jawa
2020-03-27,4,0,0,4,33,4,1,28,Jawa Tengah,Jawa
2020-03-27,7,0,0,7,17,3,6,8,Jawa Timur,Jawa
2020-03-27,0,0,0,0,2,0,0,2,Kalimantan Tengah,Kalimantan
2020-03-27,0,0,0,0,8,0,0,8,Kalimantan Timur,Kalimantan
2020-03-27,1,0,0,1,3,0,0,3,Lampung,Sumatera
2020-03-27,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-27,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-27,0,0,0,0,6,0,0,6,Papua,Papua
2020-03-27,2,0,0,2,2,0,0,2,Papua Barat,Papua
2020-03-27,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-27,2,0,0,2,29,1,0,28,Sulawesi Selatan,Sulawesi
2020-03-27,0,0,0,0,1,0,0,1,Sulawesi Tengah,Sulawesi
2020-03-27,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-27,2,0,0,2,5,0,0,5,Sumatera Barat,Sumatera
2020-03-27,0,1,0,-1,1,2,0,-1,Sumatera Utara,Sumatera
2020-03-28,1,0,0,1,5,0,0,5,Aceh,Sumatera
2020-03-28,10,0,1,9,41,4,3,34,Banten,Jawa
2020-03-28,41,9,9,23,183,59,37,87,DKI Jakarta,Jawa
2020-03-28,0,0,0,0,2,2,1,-1,Daerah Istimewa Yogyakarta,Jawa
2020-03-28,23,2,1,20,135,22,8,105,Jawa Barat,Jawa
2020-03-28,12,1,2,9,45,5,3,37,Jawa Tengah,Jawa
2020-03-28,11,0,0,11,28,3,6,19,Jawa Timur,Jawa
2020-03-28,1,0,0,1,3,0,0,3,Kalimantan Tengah,Kalimantan
2020-03-28,5,0,0,5,13,0,0,13,Kalimantan Timur,Kalimantan
2020-03-28,2,0,0,2,2,0,0,2,Kalimantan Utara,Kalimantan
2020-03-28,0,0,0,0,3,0,0,3,Lampung,Sumatera
2020-03-28,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-28,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-28,0,0,0,0,6,0,0,6,Papua,Papua
2020-03-28,0,0,0,0,2,0,0,2,Papua Barat,Papua
2020-03-28,0,0,0,0,1,0,0,1,Riau,Sumatera
2020-03-28,1,0,0,1,1,0,0,1,Sulawesi Barat,Sulawesi
2020-03-28,3,0,0,3,32,1,0,31,Sulawesi Selatan,Sulawesi
2020-03-28,1,0,0,1,2,0,0,2,Sulawesi Tengah,Sulawesi
2020-03-28,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-28,0,0,0,0,5,0,0,5,Sumatera Barat,Sumatera
2020-03-28,1,0,0,1,1,0,0,1,Sumatera Selatan,Sumatera
2020-03-28,0,0,0,0,1,2,0,-1,Sumatera Utara,Sumatera
2020-03-29,0,0,0,0,5,0,0,5,Aceh,Sumatera
2020-03-29,1,0,0,1,1,0,0,1,Bali,Nusa Tenggara
2020-03-29,2,2,0,0,43,6,3,34,Banten,Jawa
2020-03-29,49,10,0,39,232,69,37,126,DKI Jakarta,Jawa
2020-03-29,0,0,0,0,2,2,1,-1,Daerah Istimewa Yogyakarta,Jawa
2020-03-29,33,2,1,30,168,24,9,135,Jawa Barat,Jawa
2020-03-29,7,2,0,5,52,7,3,42,Jawa Tengah,Jawa
2020-03-29,12,3,0,9,40,6,6,28,Jawa Timur,Jawa
2020-03-29,5,0,2,3,5,0,2,3,Kalimantan Barat,Kalimantan
2020-03-29,0,0,0,0,3,0,0,3,Kalimantan Tengah,Kalimantan
2020-03-29,0,0,0,0,13,0,0,13,Kalimantan Timur,Kalimantan
2020-03-29,0,0,0,0,2,0,0,2,Kalimantan Utara,Kalimantan
2020-03-29,0,0,0,0,3,0,0,3,Lampung,Sumatera
2020-03-29,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-29,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-29,2,0,0,2,8,0,0,8,Papua,Papua
2020-03-29,0,0,0,0,2,0,0,2,Papua Barat,Papua
2020-03-29,1,0,0,1,2,0,0,2,Riau,Sumatera
2020-03-29,0,0,0,0,1,0,0,1,Sulawesi Barat,Sulawesi
2020-03-29,15,0,0,15,47,1,0,46,Sulawesi Selatan,Sulawesi
2020-03-29,0,0,0,0,2,0,0,2,Sulawesi Tengah,Sulawesi
2020-03-29,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-29,0,0,0,0,5,0,0,5,Sumatera Barat,Sumatera
2020-03-29,0,0,0,0,1,0,0,1,Sumatera Selatan,Sumatera
2020-03-29,0,0,0,0,1,2,0,-1,Sumatera Utara,Sumatera
2020-03-30,0,0,0,0,5,0,0,5,Aceh,Sumatera
2020-03-30,9,0,0,9,10,0,0,10,Bali,Nusa Tenggara
2020-03-30,22,0,0,22,65,6,3,56,Banten,Jawa
2020-03-30,31,7,0,24,263,76,37,150,DKI Jakarta,Jawa
2020-03-30,1,0,1,0,3,2,2,-1,Daerah Istimewa Yogyakarta,Jawa
2020-03-30,1,0,0,1,1,0,0,1,Jambi,Sumatera
2020-03-30,26,2,3,21,194,26,12,156,Jawa Barat,Jawa
2020-03-30,14,1,0,13,66,8,3,55,Jawa Tengah,Jawa
2020-03-30,1,1,0,0,41,7,6,28,Jawa Timur,Jawa
2020-03-30,1,0,0,1,6,0,2,4,Kalimantan Barat,Kalimantan
2020-03-30,5,0,0,5,5,0,0,5,Kalimantan Selatan,Kalimantan
2020-03-30,0,0,0,0,3,0,0,3,Kalimantan Tengah,Kalimantan
2020-03-30,0,0,0,0,13,0,0,13,Kalimantan Timur,Kalimantan
2020-03-30,0,0,0,0,2,0,0,2,Kalimantan Utara,Kalimantan
2020-03-30,1,0,0,1,1,0,0,1,Kepulauan Bangka Belitung,Sumatera
2020-03-30,1,2,0,-1,1,2,0,-1,Kepulauan Riau,Sumatera
2020-03-30,4,1,0,3,7,1,0,6,Lampung,Sumatera
2020-03-30,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-30,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-30,0,0,0,0,8,0,0,8,Papua,Papua
2020-03-30,0,0,0,0,2,0,0,2,Papua Barat,Papua
2020-03-30,1,0,0,1,3,0,0,3,Riau,Sumatera
2020-03-30,0,0,0,0,1,0,0,1,Sulawesi Barat,Sulawesi
2020-03-30,4,2,0,2,51,3,0,48,Sulawesi Selatan,Sulawesi
2020-03-30,0,0,0,0,2,0,0,2,Sulawesi Tengah,Sulawesi
2020-03-30,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-30,3,0,0,3,8,0,0,8,Sumatera Barat,Sumatera
2020-03-30,0,0,0,0,1,0,0,1,Sumatera Selatan,Sumatera
2020-03-30,6,0,0,6,7,2,0,5,Sumatera Utara,Sumatera
2020-03-31,0,0,0,0,5,0,0,5,Aceh,Sumatera
2020-03-31,0,0,3,-3,10,0,3,7,Bali,Nusa Tenggara
2020-03-31,14,8,0,6,79,14,3,62,Banten,Jawa
2020-03-31,1,1,0,0,1,1,0,0,Bengkulu,Sumatera
2020-03-31,42,10,0,32,305,86,37,182,DKI Jakarta,Jawa
2020-03-31,5,0,0,5,8,2,2,4,Daerah Istimewa Yogyakarta,Jawa
2020-03-31,0,0,0,0,1,0,0,1,Jambi,Sumatera
2020-03-31,9,0,3,6,203,26,15,162,Jawa Barat,Jawa
2020-03-31,12,2,0,10,78,10,3,65,Jawa Tengah,Jawa
2020-03-31,2,2,0,0,43,9,6,28,Jawa Timur,Jawa
2020-03-31,0,0,0,0,6,0,2,4,Kalimantan Barat,Kalimantan
2020-03-31,2,0,0,2,7,0,0,7,Kalimantan Selatan,Kalimantan
2020-03-31,2,0,2,0,5,0,2,3,Kalimantan Tengah,Kalimantan
2020-03-31,3,1,0,2,16,1,0,15,Kalimantan Timur,Kalimantan
2020-03-31,0,0,0,0,2,0,0,2,Kalimantan Utara,Kalimantan
2020-03-31,1,1,0,0,2,1,0,1,Kepulauan Bangka Belitung,Sumatera
2020-03-31,1,0,0,1,2,2,0,0,Kepulauan Riau,Sumatera
2020-03-31,0,1,0,-1,7,2,0,5,Lampung,Sumatera
2020-03-31,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-03-31,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-03-31,2,0,0,2,2,0,0,2,Nusa Tenggara Barat,Nusa Tenggara
2020-03-31,1,0,1,0,9,0,1,8,Papua,Papua
2020-03-31,0,0,0,0,2,0,0,2,Papua Barat,Papua
2020-03-31,0,0,0,0,3,0,0,3,Riau,Sumatera
2020-03-31,0,0,0,0,1,0,0,1,Sulawesi Barat,Sulawesi
2020-03-31,0,1,0,-1,51,4,0,47,Sulawesi Selatan,Sulawesi
2020-03-31,0,0,0,0,2,0,0,2,Sulawesi Tengah,Sulawesi
2020-03-31,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-03-31,0,0,0,0,8,0,0,8,Sumatera Barat,Sumatera
2020-03-31,3,0,0,3,4,0,0,4,Sumatera Selatan,Sumatera
2020-03-31,6,2,0,4,13,4,0,9,Sumatera Utara,Sumatera
2020-04-01,0,0,0,0,5,0,0,5,Aceh,Sumatera
2020-04-01,6,0,2,4,16,0,5,11,Bali,Nusa Tenggara
2020-04-01,12,0,5,7,91,14,8,69,Banten,Jawa
2020-04-01,0,0,0,0,1,1,0,0,Bengkulu,Sumatera
2020-04-01,59,1,0,58,364,87,37,240,DKI Jakarta,Jawa
2020-04-01,5,0,1,4,13,2,3,8,Daerah Istimewa Yogyakarta,Jawa
2020-04-01,0,0,0,0,1,0,0,1,Jambi,Sumatera
2020-04-01,27,1,0,26,230,27,15,188,Jawa Barat,Jawa
2020-04-01,8,7,15,-14,86,17,18,51,Jawa Tengah,Jawa
2020-04-01,11,0,5,6,54,9,11,34,Jawa Timur,Jawa
2020-04-01,1,0,0,1,7,0,2,5,Kalimantan Barat,Kalimantan
2020-04-01,0,0,0,0,7,0,0,7,Kalimantan Selatan,Kalimantan
2020-04-01,0,0,0,0,5,0,2,3,Kalimantan Tengah,Kalimantan
2020-04-01,1,0,0,1,17,1,0,16,Kalimantan Timur,Kalimantan
2020-04-01,0,0,0,0,2,0,0,2,Kalimantan Utara,Kalimantan
2020-04-01,0,0,0,0,2,1,0,1,Kepulauan Bangka Belitung,Sumatera
2020-04-01,0,0,0,0,2,2,0,0,Kepulauan Riau,Sumatera
2020-04-01,0,0,0,0,7,2,0,5,Lampung,Sumatera
2020-04-01,0,0,0,0,1,0,0,1,Maluku,Maluku
2020-04-01,0,0,0,0,1,0,0,1,Maluku Utara,Maluku
2020-04-01,2,0,0,2,4,0,0,4,Nusa Tenggara Barat,Nusa Tenggara
2020-04-01,0,0,1,-1,9,0,2,7,Papua,Papua
2020-04-01,0,0,0,0,2,0,0,2,Papua Barat,Papua
2020-04-01,0,1,0,-1,3,1,0,2,Riau,Sumatera
2020-04-01,0,0,0,0,1,0,0,1,Sulawesi Barat,Sulawesi
2020-04-01,14,0,0,14,65,4,0,61,Sulawesi Selatan,Sulawesi
2020-04-01,0,0,0,0,2,0,0,2,Sulawesi Tengah,Sulawesi
2020-04-01,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi
2020-04-01,1,0,0,1,1,0,0,1,Sulawesi Utara,Sulawesi
2020-04-01,0,0,0,0,8,0,0,8,Sumatera Barat,Sumatera
2020-04-01,0,0,0,0,4,0,0,4,Sumatera Selatan,Sumatera
2020-04-01,2,0,0,2,15,4,0,11,Sumatera Utara,Sumatera
2020-04-02,0,0,0,0,5,0,0,5,Aceh,Sumatera
2020-04-02,0,0,0,0,16,0,5,11,Bali,Nusa Tenggara
2020-04-02,6,1,0,5,97,15,8,74,Banten,Jawa
2020-04-02,0,0,0,0,1,1,0,0,Bengkulu,Sumatera
2020-04-02,69,5,2,62,433,92,39,302,DKI Jakarta,Jawa
2020-04-02,0,1,0,-1,13,3,3,7,Daerah Istimewa Yogyakarta,Jawa
2020-04-02,0,0,0,0,1,0,0,1,Jambi,Sumatera
2020-04-02,24,4,1,19,254,31,16,207,Jawa Barat,Jawa
2020-04-02,0,2,1,-3,86,19,19,48,Jawa Tengah,Jawa
2020-04-02,0,1,2,-3,54,10,13,31,Jawa Timur,Jawa
2020-04-02,0,1,0,-1,7,1,2,4,Kalimantan Barat,Kalimantan
2020-04-02,0,0,0,0,7,0,0,7,Kalimantan Selatan,Kalimantan
2020-04-02,0,0,0,0,5,0,2,3,Kalimantan Tengah,Kalimantan
2020-04-02,0,0,0,0,17,1,0,16,Kalimantan Timur,Kalimantan
2020-04-02,0,0,0,0,2,0,0,2,Kalimantan Utara,Kalimantan
2020-04-02,0,0,0,0,2,1,0,1,Kepulauan Bangka Belitung,Sumatera
2020-04-02,0,1,2,-3,2,3,2,-3,Kepulauan Riau,Sumatera
2020-04-02,0,0,0,0,7,2,0,5,Lampung,Sumatera
2020-04-02,0,0,0,0,1,0,0,1,Maluku,Maluku
